CountryName,CountryCode,Date,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,
Bulgaria,BGR,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Bahrain,BHR,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belarus,BLR,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belize,BLZ,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Bermuda,BMU,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Bolivia,BOL,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Brazil,BRA,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Barbados,BRB,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Botswana,BWA,20200103,,,,0,,,0,,,0,,,1,1,Online public health website notification (http://web.archive.org/web/20200322110625/https://www.moh.gov.bw/coronavirus.html) and travellers posters (https://www.moh.gov.bw/Publications/coronavirus/Travellers_poster.pdf),0,,,1,Self referral screening from December,0,,5,https://tradingeconomics.com/botswana/interest-rate,0,,0,,,,19,"	"
Canada,CAN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1,,,,0,,0,0,0,"	"
Switzerland,CHE,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200103,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200103,0,0,,0,0,,0,0,,0,0,,0,0,disclose 44 cases of uncertern-reason pneumonia http://m.haiwainet.cn/middle/3541351/2020/0103/content_31693765_1.html,0,0,,0,,,,,,,,,,27,0,0,"	"
Colombia,COL,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Costa Rica,CRI,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200103,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Denmark,DNK,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Dominican Republic,DOM,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Algeria,DZA,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Ecuador,ECU,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Egypt,EGY,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Spain,ESP,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Estonia,EST,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Finland,FIN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
France,FRA,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
United Kingdom,GBR,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,1,,,,,,0,0,0,"	"
Georgia,GEO,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Greece,GRC,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Guatemala,GTM,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Guyana,GUY,20200103,0,0,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,"	"
Hong Kong,HKG,20200103,0,0,,0,0,,0,0,,0,0,,1,1,https://www.info.gov.hk/gia/general/202001/03/P2020010300836.htm,0,0,,1,"boundary control point on health surveillance measures. Such measures include the provision of health information, body temper",0,,,,0,,,,,,19,"	"
Honduras,HND,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,0,,0,,0,,,,0,"	"
Croatia,HRV,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Hungary,HUN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1,,0,,0,,,,0,"	"
Indonesia,IDN,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,0,0,0,"	"
India,IND,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49424,0,,0,,0,0,0,"	"
Ireland,IRL,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Iran,IRN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Iraq,IRQ,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Iceland,ISL,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,0,0,0,"	"
Israel,ISR,20200103,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Italy,ITA,20200103,0,,,0,,,0,,,0,,,,,,0,,,0,,,,,,,,,,0,0,0,"	"
Jordan,JOR,20200103,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,,,,,,,,,,,0,"	"
Japan,JPN,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Kenya,KEN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,9,,0,,0,,,,0,"	"
Cambodia,KHM,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
South Korea,KOR,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1.25,,0,,,,0,0,0,"	"
Kuwait,KWT,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Laos,LAO,20200103,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,"	"
Lebanon,LBN,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Sri Lanka,LKA,20200103,0,,,0,1,,0,,,0,,,0,,,0,,,0,,0,,7,https://tradingeconomics.com/sri-lanka/interest-rate,0,,0,,0,0,0,"	"
Lithuania,LTU,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Luxembourg,LUX,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Macao,MAC,20200103,0,0,,0,0,,0,0,,,,,1,1,,0,0,,0,,,,,,,,,,,,14,"	"
Monaco,MCO,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Mexico,MEX,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Macedonia,MKD,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Myanmar,MMR,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,0,,,,0,"	"
Malaysia,MYS,20200103,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,3,https://web.archive.org/web/20200327003220/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2019,,,,,0,0,0,"	"
Nigeria,NGA,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nicaragua,NIC,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Netherlands,NLD,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Norway,NOR,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nepal,NPL,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
New Zealand,NZL,20200103,0,0,,0,0,(suggests no measures as of 16/03/19),0,0,,0,0,,,,,,,,0,,0,,1,,0,,,,0,0,0,"	"
Oman,OMN,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Pakistan,PAK,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Panama,PAN,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Philippines,PHL,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Poland,POL,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Portugal,PRT,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Qatar,QAT,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,4,https://tradingeconomics.com/qatar/interest-rate,0,,0,,0,0,0,"	"
Romania,ROU,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Russia,RUS,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,6,,0,,0,,0,0,0,"	"
Singapore,SGP,20200103,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,https://www.channelnewsasia.com/news/singapore/china-wuhan-pneumonia-moh-changi-airport-temperature-monitoring-12228094,,,,,,,,,0,0,19,"	"
El Salvador,SLV,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
San Marino,SMR,20200103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Serbia,SRB,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Slovak Republic,SVK,20200103,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Slovenia,SVN,20200103,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Sweden,SWE,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,,0,,0,,0,0,0,"	"
Syria,SYR,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Thailand,THA,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,1.25,,0,,0,,0,0,0,"	"
Tanzania,TZA,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Uganda,UGA,20200103,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,,0,,0,,0,,0,,,,0,"	"
United States,USA,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,,,0,,2,,,,,,0,0,0,"	"
Venezuela,VEN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Vietnam,VNM,20200103,0,0,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,0,0,0,"	"
South Africa,ZAF,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,7,,0,,0,,,,0,"	"
Zimbabwe,ZWE,20200103,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,0,"	"
Taiwan,TWN,20200103,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Afghanistan,AFG,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
United Arab Emirates,ARE,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Argentina,ARG,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Armenia,ARM,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Australia,AUS,20200104,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,,1,,,,,,0,0,7,"	"
Austria,AUT,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Azerbaijan,AZE,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belgium,BEL,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Bulgaria,BGR,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Bahrain,BHR,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belarus,BLR,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belize,BLZ,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Bermuda,BMU,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Bolivia,BOL,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Brazil,BRA,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Barbados,BRB,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Botswana,BWA,20200104,,,,0,,,0,,,0,,,1,1,Online public health website notification (http://web.archive.org/web/20200322110625/https://www.moh.gov.bw/coronavirus.html) and travellers posters (https://www.moh.gov.bw/Publications/coronavirus/Travellers_poster.pdf),0,,,1,Self referral screening from December,0,,5,https://tradingeconomics.com/botswana/interest-rate,0,,0,,,,19,"	"
Canada,CAN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1,,,,0,,0,0,0,"	"
Switzerland,CHE,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200104,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,44,0,0,"	"
Colombia,COL,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Costa Rica,CRI,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200104,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Denmark,DNK,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Dominican Republic,DOM,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Algeria,DZA,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Ecuador,ECU,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Egypt,EGY,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Spain,ESP,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Estonia,EST,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Finland,FIN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
France,FRA,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
United Kingdom,GBR,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,1,,,,,,0,0,0,"	"
Georgia,GEO,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Greece,GRC,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Guatemala,GTM,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Guyana,GUY,20200104,0,0,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,"	"
Hong Kong,HKG,20200104,0,0,,0,0,,0,0,,0,0,,1,1,Government launches Preparedness and Response Plan for Novel Infectious Disease of Public Health Significance. [https://www.in,0,0,,1,,0,,,,0,,,,,,19,"	"
Honduras,HND,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,0,,0,,0,,,,0,"	"
Croatia,HRV,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Hungary,HUN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1,,0,,0,,,,0,"	"
Indonesia,IDN,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,0,0,0,"	"
India,IND,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49424,0,,0,,0,0,0,"	"
Ireland,IRL,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Iran,IRN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Iraq,IRQ,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Iceland,ISL,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,0,0,0,"	"
Israel,ISR,20200104,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Italy,ITA,20200104,0,,,0,,,0,,,0,,,,,,0,,,0,,,,,,,,,,0,0,0,"	"
Jordan,JOR,20200104,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,,,,,,,,,,,0,"	"
Japan,JPN,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Kenya,KEN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,9,,0,,0,,,,0,"	"
Cambodia,KHM,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
South Korea,KOR,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1.25,,0,,,,0,0,0,"	"
Kuwait,KWT,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Laos,LAO,20200104,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,"	"
Lebanon,LBN,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Sri Lanka,LKA,20200104,0,,,0,1,,0,,,0,,,0,,,0,,,0,,0,,7,https://tradingeconomics.com/sri-lanka/interest-rate,0,,0,,0,0,0,"	"
Lithuania,LTU,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Luxembourg,LUX,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Macao,MAC,20200104,0,0,,0,0,,0,0,,,,,1,1,,0,0,,0,,,,,,,,,,,,14,"	"
Monaco,MCO,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Mexico,MEX,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Macedonia,MKD,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Myanmar,MMR,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,0,,,,0,"	"
Malaysia,MYS,20200104,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,3,https://web.archive.org/web/20200327003220/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2019,,,,,0,0,0,"	"
Nigeria,NGA,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nicaragua,NIC,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Netherlands,NLD,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Norway,NOR,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nepal,NPL,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
New Zealand,NZL,20200104,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,0,,1,,0,,,,0,0,0,"	"
Oman,OMN,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Pakistan,PAK,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Panama,PAN,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Philippines,PHL,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Poland,POL,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Portugal,PRT,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Qatar,QAT,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,4,https://tradingeconomics.com/qatar/interest-rate,0,,0,,0,0,0,"	"
Romania,ROU,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Russia,RUS,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,6,,0,,0,,0,0,0,"	"
Singapore,SGP,20200104,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,2,,,,,,,,,,0,0,24,"	"
El Salvador,SLV,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
San Marino,SMR,20200104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Serbia,SRB,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Slovak Republic,SVK,20200104,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Slovenia,SVN,20200104,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Sweden,SWE,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,,0,,0,,0,0,0,"	"
Syria,SYR,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Thailand,THA,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,1.25,,0,,0,,0,0,0,"	"
Tanzania,TZA,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Uganda,UGA,20200104,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,,0,,0,,0,,0,,0,,,,0,"	"
United States,USA,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,,,0,,2,,,,,,0,0,0,"	"
Venezuela,VEN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Vietnam,VNM,20200104,0,0,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,0,0,0,"	"
South Africa,ZAF,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,7,,0,,0,,,,0,"	"
Zimbabwe,ZWE,20200104,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,0,"	"
Taiwan,TWN,20200104,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Afghanistan,AFG,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
United Arab Emirates,ARE,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Argentina,ARG,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Armenia,ARM,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Australia,AUS,20200105,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,,1,,,,,,0,0,7,"	"
Austria,AUT,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Azerbaijan,AZE,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belgium,BEL,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Bulgaria,BGR,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Bahrain,BHR,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belarus,BLR,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belize,BLZ,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Bermuda,BMU,20200105,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Bolivia,BOL,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Brazil,BRA,20200105,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Barbados,BRB,20200105,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Botswana,BWA,20200105,,,,0,,,0,,,0,,,1,1,Online public health website notification (http://web.archive.org/web/20200322110625/https://www.moh.gov.bw/coronavirus.html) and travellers posters (https://www.moh.gov.bw/Publications/coronavirus/Travellers_poster.pdf),0,,,1,Self referral screening from December,0,,5,https://tradingeconomics.com/botswana/interest-rate,0,,0,,,,19,"	"
Canada,CAN,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,1,,,,0,,0,0,0,"	"
Switzerland,CHE,20200105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200105,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200105,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,44,0,0,"	"
Colombia,COL,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Costa Rica,CRI,20200105,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200105,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200105,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
